year,support,municipality,canton,party
2015,0.274,6461,NE,2
1975,0.288,5889,VD,2
1979,0.261,5889,VD,2
1983,0.277,5889,VD,9
1987,0.267,5889,VD,9
1991,0.255,5889,VD,9
1995,0.218,5889,VD,2
1999,0.239,5889,VD,9
2003,0.24,5889,VD,2
2007,0.243,5889,VD,2
2011,0.283,5889,VD,2
2015,0.3,5889,VD,9
1975,0.561,2338,FR,8
1979,0.458,2338,FR,8
1983,0.457,2338,FR,8
1987,0.446,2338,FR,11
1991,0.407,2338,FR,8
1995,0.432,2338,FR,8
1999,0.438,2338,FR,8
2003,0.326,2338,FR,8
2007,0.321,2338,FR,11
2011,0.309,2338,FR,11
2015,0.369,2338,FR,11
1975,0.797,3575,GR,8
1979,0.669,3575,GR,8
1983,0.565,3575,GR,8
1987,0.507,3575,GR,8
1991,0.43,3575,GR,8
1995,0.446,3575,GR,8
1999,0.408,3575,GR,8
2003,0.4,3575,GR,8
2007,0.372,3575,GR,8
2011,0.269,3575,GR,8
2015,0.322,3575,GR,8
1975,0.509,1344,SZ,2
1979,0.36,1344,SZ,9
1983,0.466,1344,SZ,8
1987,0.301,1344,SZ,9
1991,0.283,1344,SZ,11
1995,0.29,1344,SZ,2
1999,0.328,1344,SZ,11
2003,0.451,1344,SZ,11
2007,0.432,1344,SZ,11
2011,0.365,1344,SZ,11
2015,0.388,1344,SZ,11
1975,0.522,6627,GE,8
1979,0.495,6627,GE,8
1983,0.345,6627,GE,8
1987,0.398,6627,GE,8
1991,0.405,6627,GE,8
1995,0.369,6627,GE,8
1999,0.289,6627,GE,8
2003,0.3,6627,GE,8
2007,0.229,6627,GE,8
2011,0.238,6627,GE,9
2015,0.308,6627,GE,8
1975,0.469,6750,JU,8
1979,0.516,6750,JU,7
1983,0.318,6750,JU,7
1987,0.407,6750,JU,8
1991,0.586,6750,JU,2
1995,0.522,6750,JU,2
1999,0.517,6750,JU,2
2003,0.534,6750,JU,2
2007,0.56,6750,JU,2
2011,0.523,6750,JU,2
2015,0.3,6750,JU,2
1975,0.93,6286,VS,8
1979,0.906,6286,VS,8
1983,0.883,6286,VS,8
1987,0.71,6286,VS,8
1991,0.797,6286,VS,8
1995,0.721,6286,VS,8
1999,0.829,6286,VS,8
2003,0.717,6286,VS,8
2007,0.79,6286,VS,8
2011,0.731,6286,VS,8
2015,0.699,6286,VS,8
1975,0.463,5189,TI,9
1979,0.39,5189,TI,9
1983,0.393,5189,TI,8
1987,0.412,5189,TI,8
1991,0.299,5189,TI,9
1995,0.331,5189,TI,8
1999,0.316,5189,TI,8
2003,0.316,5189,TI,9
2007,0.291,5189,TI,9
2011,0.249,5189,TI,9
2015,0.278,5189,TI,10
1975,0.351,2887,BL,11
1979,0.286,2887,BL,11
1983,0.315,2887,BL,11
1987,0.274,2887,BL,11
1991,0.306,2887,BL,11
1995,0.214,2887,BL,11
1999,0.268,2887,BL,9
2003,0.408,2887,BL,11
2007,0.426,2887,BL,11
2011,0.358,2887,BL,11
2015,0.388,2887,BL,11
1975,0.261,6628,GE,2
1979,0.242,6628,GE,2
1983,0.214,6628,GE,2
1987,0.212,6628,GE,2
1991,0.296,6628,GE,2
1995,0.354,6628,GE,2
1999,0.239,6628,GE,2
2003,0.284,6628,GE,2
2007,0.239,6628,GE,11
2011,0.216,6628,GE,2
2015,0.209,6628,GE,2
1975,0.931,613,BE,11
1979,0.915,613,BE,11
1983,0.887,613,BE,11
1987,0.79,613,BE,11
1991,0.769,613,BE,11
1995,0.757,613,BE,11
1999,0.68,613,BE,11
2003,0.701,613,BE,11
2007,0.699,613,BE,11
2011,0.619,613,BE,11
2015,0.677,613,BE,11
1975,0.338,3955,GR,2
1979,0.396,3955,GR,2
1983,0.442,3955,GR,2
1987,0.326,3955,GR,2
1991,0.371,3955,GR,2
1995,0.319,3955,GR,2
1999,0.363,3955,GR,2
2003,0.344,3955,GR,11
2007,0.357,3955,GR,11
2011,0.298,3955,GR,11
2015,0.347,3955,GR,11
1975,0.442,2888,BL,11
1979,0.361,2888,BL,11
1983,0.288,2888,BL,2
1987,0.305,2888,BL,11
1991,0.268,2888,BL,11
1995,0.251,2888,BL,2
1999,0.305,2888,BL,11
2003,0.432,2888,BL,11
2007,0.365,2888,BL,11
2011,0.314,2888,BL,11
2015,0.392,2888,BL,11
1975,0.394,2550,SO,9
1979,0.42,2550,SO,9
1983,0.372,2550,SO,9
1987,0.38,2550,SO,9
1991,0.321,2550,SO,9
1995,0.294,2550,SO,2
1999,0.338,2550,SO,2
2003,0.307,2550,SO,2
2007,0.256,2550,SO,9
2011,0.22,2550,SO,2
2015,0.286,2550,SO,2
1975,0.387,329,BE,2
1979,0.416,329,BE,2
1983,0.374,329,BE,2
1987,0.29,329,BE,2
1991,0.263,329,BE,2
1995,0.274,329,BE,2
1999,0.285,329,BE,2
2003,0.292,329,BE,2
2007,0.287,329,BE,11
2011,0.227,329,BE,2
2015,0.267,329,BE,11
1975,0.198,136,ZH,9
1979,0.268,136,ZH,9
1983,0.266,136,ZH,9
1987,0.275,136,ZH,9
1991,0.271,136,ZH,9
1995,0.248,136,ZH,9
1999,0.316,136,ZH,11
2003,0.322,136,ZH,11
2007,0.356,136,ZH,11
2011,0.295,136,ZH,11
2015,0.332,136,ZH,11
1975,0.41,902,BE,11
1979,0.435,902,BE,11
1983,0.417,902,BE,11
1987,0.399,902,BE,11
1991,0.336,902,BE,11
1995,0.333,902,BE,11
1999,0.351,902,BE,11
2003,0.313,902,BE,11
2007,0.378,902,BE,11
2011,0.31,902,BE,11
2015,0.349,902,BE,11
1975,0.697,4681,TG,11
1979,0.675,4681,TG,11
1983,0.634,4681,TG,11
1987,0.592,4681,TG,11
1991,0.545,4681,TG,11
1995,0.544,4681,TG,11
1999,0.592,4681,TG,11
2003,0.641,4681,TG,11
2007,0.577,4681,TG,11
2011,0.587,4681,TG,11
2015,0.555,4681,TG,11
1975,0.804,3513,GR,8
1979,0.836,3513,GR,8
1983,0.704,3513,GR,8
1987,0.573,3513,GR,8
1991,0.606,3513,GR,8
1995,0.507,3513,GR,8
1999,0.605,3513,GR,8
2003,0.446,3513,GR,8
2007,0.389,3513,GR,8
2011,0.323,3513,GR,8
2015,0.27,3513,GR,8
1975,0.807,842,BE,11
1979,0.766,842,BE,11
1983,0.755,842,BE,11
1987,0.666,842,BE,11
1991,0.62,842,BE,11
1995,0.55,842,BE,11
1999,0.554,842,BE,11
2003,0.545,842,BE,11
2007,0.708,842,BE,11
2011,0.658,842,BE,11
2015,0.67,842,BE,11
1975,0.791,1365,SZ,8
1979,0.667,1365,SZ,8
1983,0.661,1365,SZ,8
1987,0.437,1365,SZ,8
1991,0.416,1365,SZ,9
1995,0.318,1365,SZ,8
1999,0.374,1365,SZ,11
2003,0.476,1365,SZ,11
2007,0.52,1365,SZ,11
2011,0.429,1365,SZ,11
2015,0.466,1365,SZ,11
1975,0.431,2852,BL,2
1979,0.379,2852,BL,2
1983,0.409,2852,BL,2
1987,0.308,2852,BL,2
1991,0.254,2852,BL,2
1995,0.214,2852,BL,2
1999,0.331,2852,BL,11
2003,0.353,2852,BL,11
2007,0.349,2852,BL,11
2011,0.347,2852,BL,11
2015,0.364,2852,BL,11
1975,0.435,2787,BL,8
1979,0.495,2787,BL,8
1983,0.353,2787,BL,8
1987,0.429,2787,BL,8
1991,0.386,2787,BL,8
1995,0.443,2787,BL,8
1999,0.45,2787,BL,8
2003,0.317,2787,BL,8
2007,0.299,2787,BL,9
2011,0.252,2787,BL,8
2015,0.258,2787,BL,8
1975,0.262,34,ZH,11
1979,0.318,34,ZH,11
1983,0.238,34,ZH,9
1987,0.292,34,ZH,11
1991,0.288,34,ZH,11
1995,0.344,34,ZH,11
1999,0.425,34,ZH,11
2003,0.469,34,ZH,11
2007,0.444,34,ZH,11
2011,0.351,34,ZH,11
2015,0.397,34,ZH,11
1975,0.406,4170,AG,8
1979,0.361,4170,AG,8
1983,0.322,4170,AG,8
1987,0.314,4170,AG,8
1991,0.336,4170,AG,8
1995,0.3,4170,AG,8
1999,0.343,4170,AG,8
2003,0.3,4170,AG,8
2007,0.32,4170,AG,11
2011,0.33,4170,AG,11
2015,0.381,4170,AG,11
1975,0.405,667,BE,2
1979,0.358,667,BE,2
1983,0.348,667,BE,2
1987,0.302,667,BE,2
1991,0.273,667,BE,2
1995,0.355,667,BE,2
1999,0.359,667,BE,2
2003,0.358,667,BE,2
2007,0.303,667,BE,11
2011,0.246,667,BE,2
2015,0.283,667,BE,11
1975,0.546,2426,SO,8
1979,0.557,2426,SO,8
1983,0.569,2426,SO,8
1987,0.54,2426,SO,8
1991,0.511,2426,SO,8
1995,0.478,2426,SO,8
1999,0.455,2426,SO,8
2003,0.409,2426,SO,8
2007,0.421,2426,SO,8
2011,0.412,2426,SO,8
2015,0.422,2426,SO,8
1975,0.698,903,BE,11
1979,0.758,903,BE,11
1983,0.648,903,BE,11
1987,0.616,903,BE,11
1991,0.525,903,BE,11
1995,0.577,903,BE,11
1999,0.53,903,BE,11
2003,0.518,903,BE,11
2007,0.576,903,BE,11
2011,0.467,903,BE,11
2015,0.536,903,BE,11
1975,0.31,5586,VD,2
1979,0.276,5586,VD,2
1983,0.252,5586,VD,2
1987,0.283,5586,VD,2
1991,0.275,5586,VD,2
1995,0.268,5586,VD,2
1999,0.265,5586,VD,2
2003,0.256,5586,VD,2
2007,0.27,5586,VD,2
2011,0.321,5586,VD,2
2015,0.308,5586,VD,2
1975,0.335,2828,BL,2
1979,0.38,2828,BL,2
1983,0.414,2828,BL,2
1987,0.254,2828,BL,2
1991,0.259,2828,BL,9
1995,0.257,2828,BL,2
1999,0.245,2828,BL,2
2003,0.303,2828,BL,11
2007,0.339,2828,BL,11
2011,0.318,2828,BL,11
2015,0.34,2828,BL,11
1975,0.375,584,BE,2
1979,0.397,584,BE,11
1983,0.366,584,BE,11
1987,0.446,584,BE,11
1991,0.494,584,BE,11
1995,0.484,584,BE,11
1999,0.441,584,BE,11
2003,0.306,584,BE,11
2007,0.381,584,BE,11
2011,0.296,584,BE,11
2015,0.398,584,BE,11
1975,0.345,2889,BL,2
1979,0.371,2889,BL,2
1983,0.386,2889,BL,2
1987,0.237,2889,BL,9
1991,0.339,2889,BL,9
1995,0.271,2889,BL,7
1999,0.229,2889,BL,2
2003,0.35,2889,BL,11
2007,0.342,2889,BL,11
2011,0.313,2889,BL,11
2015,0.401,2889,BL,11
1975,0.466,5112,TI,8
1979,0.439,5112,TI,9
1983,0.422,5112,TI,9
1987,0.381,5112,TI,9
1991,0.298,5112,TI,10
1995,0.311,5112,TI,8
1999,0.295,5112,TI,8
2003,0.292,5112,TI,9
2007,0.262,5112,TI,9
2011,0.278,5112,TI,8
2015,0.286,5112,TI,8
1975,0.348,5406,VD,9
1979,0.463,5406,VD,9
1983,0.456,5406,VD,9
1987,0.498,5406,VD,9
1991,0.434,5406,VD,9
1995,0.315,5406,VD,9
1999,0.314,5406,VD,9
2003,0.333,5406,VD,11
2007,0.373,5406,VD,11
2011,0.312,5406,VD,11
2015,0.352,5406,VD,11
1975,0.295,5637,VD,9
1979,0.311,5637,VD,9
1983,0.345,5637,VD,9
1987,0.348,5637,VD,9
1991,0.324,5637,VD,9
1995,0.35,5637,VD,9
1999,0.314,5637,VD,9
2003,0.206,5637,VD,9
2007,0.19,5637,VD,2
2011,0.266,5637,VD,11
2015,0.358,5637,VD,9
1975,0.567,5323,TI,8
1979,0.464,5323,TI,8
1983,0.504,5323,TI,8
1987,0.517,5323,TI,8
1991,0.447,5323,TI,8
1995,0.488,5323,TI,8
1999,0.414,5323,TI,8
2003,0.398,5323,TI,8
2007,0.403,5323,TI,8
2011,0.351,5323,TI,8
2015,0.404,5323,TI,8
1975,0.947,6061,VS,8
1979,0.781,6061,VS,8
1983,0.713,6061,VS,8
1987,0.756,6061,VS,8
1991,0.83,6061,VS,8
1995,0.7,6061,VS,8
1999,0.618,6061,VS,8
2003,0.719,6061,VS,8
2007,0.63,6061,VS,8
2011,0.594,6061,VS,8
2015,0.589,6061,VS,8
1983,0.431,6741,JU,8
1987,0.55,6741,JU,8
1991,0.463,6741,JU,8
1995,0.561,6741,JU,8
1999,0.551,6741,JU,8
2003,0.545,6741,JU,8
2007,0.327,6741,JU,7
2011,0.466,6741,JU,8
2015,0.333,6741,JU,8
1975,0.539,6434,NE,7
1979,0.637,6434,NE,9
1983,0.64,6434,NE,9
1987,0.531,6434,NE,9
1991,0.553,6434,NE,9
1995,0.52,6434,NE,9
1999,0.495,6434,NE,9
2003,0.342,6434,NE,9
2007,0.273,6434,NE,11
2011,0.358,6434,NE,9
2015,0.323,6434,NE,11
1975,0.633,2067,FR,8
1979,0.436,2067,FR,8
1983,0.525,2067,FR,8
1987,0.488,2067,FR,8
1991,0.665,2067,FR,8
1995,0.373,2067,FR,8
1999,0.496,2067,FR,8
2003,0.336,2067,FR,8
2007,0.337,2067,FR,11
2011,0.351,2067,FR,11
2015,0.312,2067,FR,8
1975,0.394,5872,VD,2
1979,0.427,5872,VD,2
1983,0.443,5872,VD,2
1987,0.355,5872,VD,2
1991,0.351,5872,VD,2
1995,0.311,5872,VD,2
1999,0.312,5872,VD,2
2003,0.404,5872,VD,2
2007,0.376,5872,VD,2
2011,0.373,5872,VD,2
2015,0.324,5872,VD,2
1975,0.461,2337,FR,8
1979,0.468,2337,FR,8
1983,0.401,2337,FR,8
1987,0.413,2337,FR,11
1991,0.385,2337,FR,11
1995,0.404,2337,FR,8
1999,0.486,2337,FR,8
2003,0.337,2337,FR,8
2007,0.301,2337,FR,11
2011,0.263,2337,FR,2
2015,0.305,2337,FR,11
1975,0.247,6623,GE,9
1979,0.216,6623,GE,9
1983,0.231,6623,GE,9
1987,0.239,6623,GE,9
1991,0.227,6623,GE,2
1995,0.281,6623,GE,2
1999,0.176,6623,GE,2
2003,0.239,6623,GE,2
2007,0.21,6623,GE,11
2011,0.183,6623,GE,2
2015,0.205,6623,GE,2
1975,0.34,6455,NE,9
1979,0.354,6455,NE,9
1983,0.399,6455,NE,9
1987,0.373,6455,NE,9
1991,0.391,6455,NE,9
1995,0.305,6455,NE,9
1999,0.284,6455,NE,2
2003,0.256,6455,NE,9
2007,0.24,6455,NE,2
2011,0.324,6455,NE,9
2015,0.338,6455,NE,9
1975,0.342,5873,VD,2
1979,0.268,5873,VD,2
1983,0.283,5873,VD,9
1987,0.232,5873,VD,9
1991,0.254,5873,VD,9
1995,0.374,5873,VD,9
1999,0.219,5873,VD,9
2003,0.253,5873,VD,2
2007,0.288,5873,VD,2
2011,0.293,5873,VD,2
2015,0.3,5873,VD,9
1975,0.477,6436,NE,2
1979,0.481,6436,NE,2
1983,0.422,6436,NE,2
1987,0.393,6436,NE,2
1991,0.404,6436,NE,2
1995,0.357,6436,NE,2
1999,0.293,6436,NE,2
2003,0.306,6436,NE,2
2007,0.248,6436,NE,1
2011,0.285,6436,NE,1
2015,0.321,6436,NE,1
1975,0.362,5587,VD,9
1979,0.276,5587,VD,9
1983,0.315,5587,VD,9
1987,0.293,5587,VD,9
1991,0.358,5587,VD,9
1995,0.273,5587,VD,9
1999,0.311,5587,VD,9
2003,0.24,5587,VD,9
2007,0.215,5587,VD,11
2011,0.235,5587,VD,11
2015,0.319,5587,VD,9
1975,0.424,2220,FR,8
1979,0.399,2220,FR,8
1983,0.341,2220,FR,8
1987,0.465,2220,FR,8
1991,0.348,2220,FR,8
1995,0.371,2220,FR,8
1999,0.298,2220,FR,8
2003,0.259,2220,FR,11
2007,0.263,2220,FR,11
2011,0.279,2220,FR,11
2015,0.313,2220,FR,11
1975,0.327,6754,JU,8
1979,0.37,6754,JU,7
1983,0.281,6754,JU,8
1987,0.336,6754,JU,8
1991,0.393,6754,JU,2
1995,0.423,6754,JU,8
1999,0.418,6754,JU,2
2003,0.407,6754,JU,2
2007,0.396,6754,JU,2
2011,0.436,6754,JU,2
2015,0.29,6754,JU,9
1975,0.632,2145,FR,8
1979,0.64,2145,FR,8
1983,0.567,2145,FR,8
1987,0.501,2145,FR,8
1991,0.465,2145,FR,8
1995,0.486,2145,FR,8
1999,0.429,2145,FR,8
2003,0.296,2145,FR,8
2007,0.319,2145,FR,8
2011,0.292,2145,FR,2
2015,0.263,2145,FR,8
1975,0.359,5731,VD,9
1979,0.311,5731,VD,9
1983,0.351,5731,VD,9
1987,0.276,5731,VD,9
1991,0.391,5731,VD,9
1995,0.316,5731,VD,9
1999,0.372,5731,VD,9
2003,0.317,5731,VD,9
2007,0.195,5731,VD,9
2011,0.228,5731,VD,11
2015,0.287,5731,VD,9
1975,0.49,4311,AG,8
1979,0.509,4311,AG,8
1983,0.487,4311,AG,8
1987,0.403,4311,AG,8
1991,0.356,4311,AG,11
1995,0.331,4311,AG,11
1999,0.526,4311,AG,11
2003,0.527,4311,AG,11
2007,0.627,4311,AG,11
2011,0.629,4311,AG,11
2015,0.639,4311,AG,11
1975,0.266,4137,AG,2
1979,0.266,4137,AG,2
1983,0.296,4137,AG,2
1987,0.298,4137,AG,11
1991,0.291,4137,AG,11
1995,0.261,4137,AG,11
1999,0.352,4137,AG,11
2003,0.461,4137,AG,11
2007,0.474,4137,AG,11
2011,0.477,4137,AG,11
2015,0.512,4137,AG,11
1975,0.415,585,BE,11
1979,0.507,585,BE,11
1983,0.466,585,BE,11
1987,0.404,585,BE,11
1991,0.423,585,BE,11
1995,0.39,585,BE,11
1999,0.36,585,BE,11
2003,0.325,585,BE,11
2007,0.359,585,BE,11
2011,0.303,585,BE,11
2015,0.377,585,BE,11
1975,0.444,4312,AG,8
1979,0.435,4312,AG,8
1983,0.398,4312,AG,8
1987,0.33,4312,AG,8
1991,0.29,4312,AG,8
1995,0.232,4312,AG,8
1999,0.345,4312,AG,11
2003,0.389,4312,AG,11
2007,0.38,4312,AG,11
2011,0.4,4312,AG,11
2015,0.434,4312,AG,11
1975,0.462,387,BE,2
1979,0.504,387,BE,2
1983,0.475,387,BE,2
1987,0.332,387,BE,2
1991,0.271,387,BE,2
1995,0.321,387,BE,2
1999,0.335,387,BE,2
2003,0.382,387,BE,2
2007,0.344,387,BE,11
2011,0.312,387,BE,11
2015,0.38,387,BE,11
1975,0.525,4683,TG,11
1979,0.511,4683,TG,11
1983,0.443,4683,TG,11
1987,0.406,4683,TG,11
1991,0.421,4683,TG,11
1995,0.449,4683,TG,11
1999,0.432,4683,TG,11
2003,0.463,4683,TG,11
2007,0.496,4683,TG,11
2011,0.434,4683,TG,11
2015,0.388,4683,TG,11
1975,0.637,792,BE,11
1979,0.646,792,BE,11
1983,0.6,792,BE,11
1987,0.474,792,BE,11
1991,0.509,792,BE,11
1995,0.526,792,BE,11
1999,0.415,792,BE,11
2003,0.515,792,BE,11
2007,0.451,792,BE,11
2011,0.483,792,BE,11
2015,0.575,792,BE,11
1975,0.567,6240,VS,8
1979,0.556,6240,VS,8
1983,0.485,6240,VS,8
1987,0.473,6240,VS,8
1991,0.381,6240,VS,8
1995,0.484,6240,VS,8
1999,0.464,6240,VS,8
2003,0.304,6240,VS,8
2007,0.361,6240,VS,8
2011,0.317,6240,VS,8
2015,0.322,6240,VS,8
1975,0.295,4201,AG,2
1979,0.328,4201,AG,2
1983,0.319,4201,AG,2
1987,0.274,4201,AG,9
1991,0.247,4201,AG,9
1995,0.234,4201,AG,2
1999,0.285,4201,AG,11
2003,0.303,4201,AG,11
2007,0.275,4201,AG,11
2011,0.255,4201,AG,11
2015,0.256,4201,AG,11
1975,0.436,6742,JU,8
1979,0.432,6742,JU,8
1983,0.438,6742,JU,8
1987,0.446,6742,JU,8
1991,0.465,6742,JU,8
1995,0.468,6742,JU,8
1999,0.422,6742,JU,8
2003,0.412,6742,JU,2
2007,0.367,6742,JU,2
2011,0.325,6742,JU,2
2015,0.189,6742,JU,9
1975,0.43,6431,NE,2
1979,0.395,6431,NE,2
1983,0.37,6431,NE,2
1987,0.38,6431,NE,2
1991,0.358,6431,NE,9
1995,0.392,6431,NE,9
1999,0.314,6431,NE,9
2003,0.282,6431,NE,11
2007,0.24,6431,NE,2
2011,0.277,6431,NE,11
2015,0.262,6431,NE,11
1975,0.303,6743,JU,8
1979,0.376,6743,JU,7
1983,0.314,6743,JU,9
1987,0.371,6743,JU,9
1991,0.389,6743,JU,9
1995,0.342,6743,JU,2
1999,0.336,6743,JU,2
2003,0.395,6743,JU,2
2007,0.346,6743,JU,2
2011,0.36,6743,JU,2
2015,0.338,6743,JU,9
1975,0.327,5750,VD,11
1979,0.278,5750,VD,9
1983,0.327,5750,VD,9
1987,0.337,5750,VD,9
1991,0.392,5750,VD,9
1995,0.327,5750,VD,11
1999,0.274,5750,VD,9
2003,0.271,5750,VD,11
2007,0.253,5750,VD,11
2011,0.223,5750,VD,2
2015,0.279,5750,VD,11
1983,0.417,6745,JU,9
1987,0.457,6745,JU,8
1991,0.378,6745,JU,8
1995,0.462,6745,JU,8
1999,0.558,6745,JU,8
2003,0.375,6745,JU,8
2007,0.298,6745,JU,2
2011,0.302,6745,JU,2
2015,0.22,6745,JU,8
1975,0.452,6748,JU,8
1979,0.5,6748,JU,7
1983,0.327,6748,JU,7
1987,0.339,6748,JU,8
1991,0.507,6748,JU,2
1995,0.466,6748,JU,2
1999,0.465,6748,JU,2
2003,0.419,6748,JU,2
2007,0.31,6748,JU,2
2011,0.322,6748,JU,2
2015,0.228,6748,JU,2
1975,0.422,2050,FR,8
1979,0.433,2050,FR,8
1983,0.406,2050,FR,8
1987,0.515,2050,FR,8
1991,0.347,2050,FR,8
1995,0.291,2050,FR,8
1999,0.439,2050,FR,8
2003,0.299,2050,FR,8
2007,0.29,2050,FR,8
2011,0.289,2050,FR,11
2015,0.315,2050,FR,11
1975,0.27,6422,NE,2
1979,0.44,6422,NE,9
1983,0.425,6422,NE,9
1987,0.405,6422,NE,9
1991,0.327,6422,NE,9
1995,0.355,6422,NE,9
1999,0.351,6422,NE,9
2003,0.227,6422,NE,2
2007,0.311,6422,NE,11
2011,0.338,6422,NE,11
2015,0.294,6422,NE,11
1975,0.452,6437,NE,7
1979,0.529,6437,NE,9
1983,0.582,6437,NE,9
1987,0.54,6437,NE,9
1991,0.382,6437,NE,9
1995,0.378,6437,NE,9
1999,0.379,6437,NE,9
2003,0.296,6437,NE,9
2007,0.308,6437,NE,11
2011,0.285,6437,NE,9
2015,0.297,6437,NE,11
1975,0.384,6511,NE,2
1979,0.391,6511,NE,9
1983,0.324,6511,NE,9
1987,0.35,6511,NE,2
1991,0.415,6511,NE,9
1995,0.397,6511,NE,9
1999,0.335,6511,NE,9
2003,0.415,6511,NE,11
2007,0.423,6511,NE,11
2011,0.406,6511,NE,11
2015,0.364,6511,NE,11
1975,0.575,4313,AG,8
1979,0.588,4313,AG,8
1983,0.547,4313,AG,8
1987,0.534,4313,AG,8
1991,0.407,4313,AG,8
1995,0.333,4313,AG,8
1999,0.419,4313,AG,11
2003,0.452,4313,AG,11
2007,0.526,4313,AG,11
2011,0.562,4313,AG,11
2015,0.604,4313,AG,11
1975,0.688,6110,VS,8
1979,0.75,6110,VS,8
1983,0.761,6110,VS,8
1987,0.726,6110,VS,8
1991,0.673,6110,VS,8
1995,0.687,6110,VS,8
1999,0.574,6110,VS,8
2003,0.561,6110,VS,8
2007,0.706,6110,VS,8
2011,0.7,6110,VS,8
2015,0.709,6110,VS,8
1975,0.901,6111,VS,8
1979,0.771,6111,VS,8
1983,0.776,6111,VS,8
1987,0.804,6111,VS,8
1991,0.811,6111,VS,8
1995,0.861,6111,VS,8
1999,0.604,6111,VS,8
2003,0.588,6111,VS,8
2007,0.575,6111,VS,8
2011,0.623,6111,VS,8
2015,0.648,6111,VS,8
1975,0.25,4138,AG,2
1979,0.296,4138,AG,11
1983,0.345,4138,AG,11
1987,0.221,4138,AG,11
1991,0.314,4138,AG,11
1995,0.308,4138,AG,11
1999,0.408,4138,AG,11
2003,0.498,4138,AG,11
2007,0.554,4138,AG,11
2011,0.571,4138,AG,11
2015,0.589,4138,AG,11
1975,0.419,388,BE,11
1979,0.432,388,BE,11
1983,0.362,388,BE,11
1987,0.443,388,BE,11
1991,0.437,388,BE,11
1995,0.459,388,BE,11
1999,0.449,388,BE,11
2003,0.482,388,BE,11
2007,0.461,388,BE,11
2011,0.302,388,BE,11
2015,0.376,388,BE,11
1975,0.322,5407,VD,9
1979,0.403,5407,VD,9
1983,0.402,5407,VD,9
1987,0.42,5407,VD,9
1991,0.336,5407,VD,9
1995,0.496,5407,VD,9
1999,0.535,5407,VD,9
2003,0.413,5407,VD,9
2007,0.212,5407,VD,9
2011,0.27,5407,VD,9
2015,0.377,5407,VD,9
1975,0.483,6135,VS,8
1979,0.515,6135,VS,8
1983,0.508,6135,VS,8
1987,0.488,6135,VS,8
1991,0.463,6135,VS,9
1995,0.532,6135,VS,8
1999,0.447,6135,VS,9
2003,0.383,6135,VS,8
2007,0.425,6135,VS,8
2011,0.346,6135,VS,9
2015,0.342,6135,VS,8
1975,0.413,3374,SG,8
1979,0.432,3374,SG,8
1983,0.387,3374,SG,8
1987,0.349,3374,SG,8
1991,0.373,3374,SG,8
1995,0.29,3374,SG,8
1999,0.283,3374,SG,8
2003,0.27,3374,SG,8
2007,0.281,3374,SG,11
2011,0.282,3374,SG,11
2015,0.347,3374,SG,11
1975,0.608,6033,VS,8
1979,0.66,6033,VS,8
1983,0.616,6033,VS,8
1987,0.621,6033,VS,8
1991,0.611,6033,VS,8
1995,0.605,6033,VS,8
1999,0.558,6033,VS,8
2003,0.588,6033,VS,8
2007,0.57,6033,VS,8
2011,0.48,6033,VS,8
2015,0.483,6033,VS,8
1975,0.55,2890,BL,11
1979,0.362,2890,BL,11
1983,0.374,2890,BL,11
1987,0.271,2890,BL,11
1991,0.307,2890,BL,11
1995,0.243,2890,BL,2
1999,0.29,2890,BL,11
2003,0.421,2890,BL,11
2007,0.467,2890,BL,11
2011,0.462,2890,BL,11
2015,0.534,2890,BL,11
1975,0.536,2788,BL,8
1979,0.618,2788,BL,8
1983,0.416,2788,BL,8
1987,0.664,2788,BL,8
1991,0.541,2788,BL,8
1995,0.495,2788,BL,8
1999,0.467,2788,BL,8
2003,0.41,2788,BL,8
2007,0.411,2788,BL,8
2011,0.425,2788,BL,11
2015,0.437,2788,BL,11
1975,0.296,2829,BL,9
1979,0.317,2829,BL,9
1983,0.308,2829,BL,2
1987,0.264,2829,BL,9
1991,0.333,2829,BL,9
1995,0.231,2829,BL,2
1999,0.249,2829,BL,9
2003,0.251,2829,BL,11
2007,0.259,2829,BL,2
2011,0.258,2829,BL,2
2015,0.249,2829,BL,11
1975,0.394,740,BE,11
1979,0.422,740,BE,11
1983,0.409,740,BE,11
1987,0.442,740,BE,11
1991,0.414,740,BE,11
1995,0.308,740,BE,11
1999,0.312,740,BE,9
2003,0.332,740,BE,11
2007,0.33,740,BE,11
2011,0.232,740,BE,6
2015,0.227,740,BE,11
1975,0.3,5755,VD,2
1979,0.321,5755,VD,9
1983,0.33,5755,VD,9
1987,0.288,5755,VD,9
1991,0.361,5755,VD,2
1995,0.258,5755,VD,2
1999,0.251,5755,VD,12
2003,0.235,5755,VD,11
2007,0.324,5755,VD,11
2011,0.369,5755,VD,11
2015,0.46,5755,VD,11
1975,0.389,6456,NE,9
1979,0.387,6456,NE,9
1983,0.347,6456,NE,9
1987,0.345,6456,NE,9
1991,0.375,6456,NE,9
1995,0.349,6456,NE,9
1999,0.298,6456,NE,3
2003,0.258,6456,NE,3
2007,0.271,6456,NE,11
2011,0.355,6456,NE,9
2015,0.343,6456,NE,9
1975,0.283,176,ZH,2
1979,0.289,176,ZH,11
1983,0.248,176,ZH,11
1987,0.24,176,ZH,11
1991,0.297,176,ZH,11
1995,0.349,176,ZH,11
1999,0.367,176,ZH,11
